地点コード,地点,地点カナ,府県番号,区分,緯度_度,緯度_分,緯度,経度_度,経度_分,経度,標高,雨,風,気温,日照,積雪深,ed_y,ed_m,ed_d,観測終了日,備考1,備考2,備考3,備考4,備考5,観測所番号1,観測所番号2
47891,高松,タカマツ,72,S,34,19,34.3167,134,3.2,134.0533,8.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,72086,
47890,多度津,タドツ,72,S,34,16.5,34.2750,133,45.1,133.7517,3.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,72111,
0729,滝宮,タキノミヤ,72,A,34,14.2,34.2367,133,55.4,133.9233,60,Y,Y,Y,Y,N,9999,99,99,,,,,,,72121,
0730,引田,ヒケタ,72,A,34,12.8,34.2133,134,24.4,134.4067,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,72146,
0731,竜王山,リュウオウザン,72,A,34,6.8,34.1133,134,3,134.0500,1040,Y,N,N,N,N,9999,99,99,,,,,,,72176,
1239,財田,サイタ,72,A,34,7.2,34.1200,133,46.3,133.7717,65,Y,Y,Y,Y,N,9999,99,99,,,,,,,72161,
1475,香南,コウナン,72,A,34,12.8,34.2133,134,0.9,134.0150,185,Y,Y,Y,N,N,9999,99,99,,,,,,,72126,
0732,大三島,オオミシマ,73,A,34,15,34.2500,133,0.4,133.0067,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,73001,
0733,玉川,タマガワ,73,A,34,1.1,34.0183,132,56.4,132.9400,67,Y,N,N,N,N,9999,99,99,,,,,,,73071,
0734,新居浜,ニイハマ,73,A,33,57.6,33.9600,133,16.9,133.2817,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,73136,
0735,四国中央,シコクチュウオウ,73,A,33,58.9,33.9817,133,34.9,133.5817,75,Y,Y,Y,Y,N,9999,99,99,,2009年2月9日までの地点名「三島」,,,,,73151,
47887,松山,マツヤマ,73,S,33,50.6,33.8433,132,46.6,132.7767,32.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,73166,
0737,上林,カミハヤシ,73,A,33,44.3,33.7383,132,53.4,132.8900,460,Y,N,N,N,N,9999,99,99,,,,,,,73231,
0738,成就社,ジョウジュシャ,73,A,33,47.7,33.7950,133,7.9,133.1317,1280,Y,N,N,N,N,9999,99,99,,,,,,,73247,
0739,長浜,ナガハマ,73,A,33,37,33.6167,132,28.8,132.4800,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,73256,
0740,中山,ナカヤマ,73,A,33,38.3,33.6383,132,42.5,132.7083,163,Y,N,N,N,N,9999,99,99,,,,,,,73271,
0741,久万,クマ,73,A,33,39.8,33.6633,132,53.7,132.8950,511,Y,Y,Y,Y,N,9999,99,99,,,,,,,73276,
0742,獅子越峠,シシゴエトウゲ,73,A,33,32.6,33.5433,132,49.9,132.8317,1000,Y,N,N,N,N,9999,99,99,,,,,,,73321,
0743,八幡浜,ヤワタハマ,73,A,33,26.9,33.4483,132,26,132.4333,8,Y,N,N,N,N,9999,99,99,,,,,,,73351,
47892,宇和島,ウワジマ,73,S,33,13.6,33.2267,132,33.1,132.5517,2.4,Y,Y,Y,Y,Y,9999,99,99,,,,,,,73442,
0745,御荘,ミショウ,73,A,32,57.8,32.9633,132,34.2,132.5700,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,73516,
0958,西条,サイジョウ,73,A,33,54.9,33.9150,133,4.8,133.0800,4,Y,Y,Y,Y,N,9999,99,99,,2007年2月15日までの地点名「丹原」,,,,,73126,
0959,大洲,オオズ,73,A,33,30.5,33.5083,132,32.1,132.5350,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,73306,
0960,三崎,ミサキ,73,A,33,23.2,33.3867,132,7.3,132.1217,2,Y,Y,Y,Y,N,1997,7,30,1997/7/30,,,,,,,
0961,宇和,ウワ,73,A,33,22,33.3667,132,30.2,132.5033,200,Y,Y,Y,Y,N,9999,99,99,,,,,,,73406,
1077,今治,イマバリ,73,A,34,4.6,34.0767,132,59.4,132.9900,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,73076,
1260,富郷,トミサト,73,A,33,54.9,33.9150,133,30.6,133.5100,310,Y,N,N,N,N,9999,99,99,,,,,,,73152,
1350,近永,チカナガ,73,A,33,15.2,33.2533,132,40.5,132.6750,129,Y,Y,Y,Y,N,9999,99,99,,,,,,,73446,
1456,瀬戸,セト,73,A,33,26.8,33.4467,132,15.4,132.2567,143,Y,Y,Y,Y,N,9999,99,99,,,,,,,73341,
1521,松山南吉田,マツヤマミナミヨシダ,73,A,33,49.6,33.8267,132,41.9,132.6983,4,Y,Y,Y,N,N,9999,99,99,,,,,,,73168,
0746,本山,モトヤマ,74,A,33,45.2,33.7533,133,34.5,133.5750,252,Y,Y,Y,Y,N,9999,99,99,,,,,,,74071,
0747,繁藤,シゲトウ,74,A,33,40.7,33.6783,133,41.1,133.6850,346,Y,N,N,N,N,9999,99,99,,,,,,,74126,
0748,佐川,サカワ,74,A,33,30.7,33.5117,133,16.3,133.2717,80,Y,N,N,N,N,9999,99,99,,,,,,,74166,
0749,成山,ナルヤマ,74,A,33,35.5,33.5917,133,24,133.4000,737,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47893,高知,コウチ,74,S,33,34,33.5667,133,32.9,133.5483,0.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74181,
0751,南国,ナンゴク,74,A,33,35.6,33.5933,133,38.6,133.6433,10,Y,Y,Y,Y,N,1978,3,12,1978/3/12,,,,,,,
0752,芸西,ゲイセイ,74,A,33,33.1,33.5517,133,50.3,133.8383,420,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0753,鳥形山,トリガタヤマ,74,A,33,28.8,33.4800,133,5,133.0833,835,Y,N,N,N,N,9999,99,99,,,,,,,74238,
0754,船戸,フナト,74,A,33,25,33.4167,133,5.3,133.0883,426,Y,N,N,N,N,9999,99,99,,,,,,,74237,
0755,安芸,アキ,74,A,33,29.3,33.4883,133,56,133.9333,6,Y,Y,Y,Y,N,9999,99,99,,,,,,,74271,
0756,須崎,スサキ,74,A,33,23.1,33.3850,133,16.6,133.2767,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,74311,
0757,佐喜浜,サキハマ,74,A,33,23.6,33.3933,134,12.3,134.2050,12,Y,N,N,N,N,9999,99,99,,,,,,,74336,
0758,窪川,クボカワ,74,A,33,12.4,33.2067,133,7.7,133.1283,205,Y,Y,Y,Y,N,9999,99,99,,,,,,,74361,
47899,室戸岬,ムロトミサキ,74,S,33,15.1,33.2517,134,10.6,134.1767,185,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74372,
0760,堂ケ森,ドウガモリ,74,A,33,9.5,33.1583,132,52.6,132.8767,857,Y,N,N,N,N,2005,10,17,2005/10/17,,,,,,,
0761,大正,タイショウ,74,A,33,11.6,33.1933,132,58.3,132.9717,150,Y,N,N,N,N,9999,99,99,,,,,,,74391,
47897,宿毛,スクモ,74,S,32,55.2,32.9200,132,41.7,132.6950,2.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,74447,
0763,中村,ナカムラ,74,A,32,59.4,32.9900,132,55.2,132.9200,8,Y,Y,Y,Y,N,9999,99,99,,,,,,,74456,
47898,清水,シミズ,74,S,32,43.3,32.7217,133,0.6,133.0100,31,Y,Y,Y,Y,Y,9999,99,99,,1938年7月12日までの地点名「足摺」,,,,,74516,
0921,梼原,ユスハラ,74,A,33,23.4,33.3900,132,55.3,132.9217,415,Y,Y,Y,Y,N,9999,99,99,,,,,,,74296,
0955,田野,タノ,74,A,33,25.6,33.4267,134,0.4,134.0067,17,Y,N,N,N,N,9999,99,99,,,,,,,74276,
1179,池川,イケガワ,74,A,33,36.5,33.6083,133,10.1,133.1683,150,Y,N,N,N,N,9999,99,99,,,,,,,74101,
1229,大栃,オオドチ,74,A,33,41.9,33.6983,133,52.5,133.8750,210,Y,Y,Y,Y,N,9999,99,99,,,,,,,74136,
1233,佐賀,サガ,74,A,33,4.7,33.0783,133,6.1,133.1017,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,74436,
1235,江川崎,エカワサキ,74,A,33,10.2,33.1700,132,47.5,132.7917,72,Y,Y,Y,Y,N,9999,99,99,,,,,,,74381,
1249,後免,ゴメン,74,A,33,35.4,33.5900,133,38.6,133.6433,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,74187,
1281,魚梁瀬,ヤナセ,74,A,33,36.9,33.6150,134,6.5,134.1083,450,Y,N,N,N,N,9999,99,99,,,,,,,74151,
1351,本川,ホンガワ,74,A,33,45.9,33.7650,133,20.3,133.3383,550,Y,Y,Y,Y,N,9999,99,99,,,,,,,74056,
1476,南国日章,ナンコクニッショウ,74,A,33,32.7,33.5450,133,40.1,133.6683,9,Y,Y,Y,N,N,9999,99,99,,,,,,,74188,
1556,三崎,ミサキ,74,A,32,47.7,32.7950,132,52.3,132.8717,9,Y,N,N,N,N,9999,99,99,,,,,,,74506,
0765,須佐,スサ,81,A,34,36.9,34.6150,131,37.4,131.6233,50,Y,Y,Y,Y,N,9999,99,99,,,,,,,81011,
47754,萩,ハギ,81,S,34,24.6,34.4100,131,24.3,131.4050,2.2,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81071,
0767,徳佐,トクサ,81,A,34,23.9,34.3983,131,43.5,131.7250,310,Y,Y,Y,Y,N,9999,99,99,,,,,,,81151,
0768,鍋提峠,ナベサゲトウゲ,81,A,34,15.9,34.2650,131,5.7,131.0950,400,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0769,秋吉台,アキヨシダイ,81,A,34,14.1,34.2350,131,18.4,131.3067,240,Y,Y,Y,Y,N,9999,99,99,,,,,,,81196,
0770,瀬戸原,セトバラ,81,A,34,12.9,34.2150,131,34.9,131.5817,338,Y,N,N,N,N,1980,11,1,1980/11/1,,,,,,,
0771,広瀬,ヒロセ,81,A,34,15.7,34.2617,131,57.1,131.9517,97,Y,Y,Y,Y,N,9999,99,99,,,,,,,81231,
0772,豊田,トヨタ,81,A,34,11.2,34.1867,131,4.6,131.0767,40,Y,Y,Y,Y,N,9999,99,99,,2005年2月28日までの地点名「西市」,,,,,81266,
0773,桜山,サクラヤマ,81,A,34,8.9,34.1483,131,13.1,131.2183,451,Y,N,N,N,N,2010,3,26,2010/3/26,,,,,,,
47784,山口,ヤマグチ,81,S,34,9.6,34.1600,131,27.2,131.4533,16.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81286,81900
0775,防府,ホウフ,81,A,34,2.4,34.0400,131,32,131.5333,4,Y,Y,Y,Y,N,9999,99,99,,,,,,,81371,
0776,下松,クダマツ,81,A,34,1.3,34.0217,131,52.4,131.8733,52,Y,Y,Y,Y,N,9999,99,99,,,,,,,81386,
47762,下関,シモノセキ,81,S,33,56.9,33.9483,130,55.5,130.9250,3.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,81428,
0778,宇部,ウベ,81,A,33,55.8,33.9300,131,16.7,131.2783,5,Y,Y,Y,N,N,9999,99,99,,,,,,,81436,
0779,安下庄,アゲノショウ,81,A,33,54.2,33.9033,132,17.5,132.2917,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,81486,
0913,玖珂,クガ,81,A,34,5.7,34.0950,132,4.5,132.0750,68,Y,Y,Y,Y,N,9999,99,99,,,,,,,81397,
0939,油谷,ユヤ,81,A,34,22.2,34.3700,131,3.3,131.0550,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,81116,
0940,岩国,イワクニ,81,A,34,9.3,34.1550,132,10.7,132.1783,70,Y,Y,Y,Y,N,9999,99,99,,,,,,,81321,
0941,周東,シュウトウ,81,A,34,5.3,34.0883,132,2.7,132.0450,45,Y,N,N,N,N,1977,2,28,1977/2/28,,,,,,,
0942,柳井,ヤナイ,81,A,33,57.5,33.9583,132,6.8,132.1133,3,Y,Y,Y,Y,N,9999,99,99,,,,,,,81481,
1100,羅漢山,ラカンザン,81,A,34,21,34.3500,132,3.8,132.0633,945,Y,N,N,N,N,9999,99,99,,,,,,,81167,
1101,長野山,ナガノヤマ,81,A,34,16.6,34.2767,131,52.9,131.8817,970,Y,N,N,N,N,2010,3,9,2010/3/9,,,,,,,
1261,和田,ワダ,81,A,34,8.9,34.1483,131,44.1,131.7350,140,Y,N,N,N,N,9999,99,99,,,,,,,81301,
1367,篠生,シノブ,81,A,34,18.2,34.3033,131,34.6,131.5767,205,Y,N,N,N,N,9999,99,99,,,,,,,81141,
1614,鹿野,カノ,81,A,34,13.5,34.2250,131,48.9,131.8150,368,Y,N,N,N,N,9999,99,99,,,,,,,81228,
1620,東厚保,ヒガシアツ,81,A,34,7.1,34.1183,131,10.9,131.1817,56,Y,N,N,N,N,9999,99,99,,,,,,,81271,
0780,八幡,ヤハタ,82,A,33,51.1,33.8517,130,44.6,130.7433,20,Y,Y,Y,Y,N,9999,99,99,,,,,,,82056,
0781,小倉,コクラ,82,A,33,50.1,33.8350,130,56.8,130.9467,3,Y,N,N,N,N,1977,2,16,1977/2/16,,,,,,,
0782,行橋,ユクハシ,82,A,33,42.7,33.7117,130,58.5,130.9750,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82101,
0783,篠栗,ササグリ,82,A,33,37.8,33.6300,130,32.5,130.5417,376,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47809,飯塚,イイヅカ,82,S,33,39.1,33.6517,130,41.6,130.6933,37.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,82136,
0785,前原,マエバル,82,A,33,33.6,33.5600,130,11.5,130.1917,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,82171,
47807,福岡,フクオカ,82,S,33,34.9,33.5817,130,22.5,130.3750,2.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,82182,82900
0787,九千部山,クセンブヤマ,82,A,33,25,33.4167,130,26.7,130.4450,852,Y,N,N,N,N,2010,3,2,2010/3/2,,,,,,,
0788,朝倉,アサクラ,82,A,33,24.3,33.4050,130,41.7,130.6950,36,Y,Y,Y,Y,N,9999,99,99,,2006年5月31日までの地点名「甘木」,,,,,82261,
0789,英彦山,ヒコサン,82,A,33,29.3,33.4883,130,55.4,130.9233,823,Y,N,N,N,N,9999,99,99,,,,,,,82272,
0790,久留米,クルメ,82,A,33,18.1,33.3017,130,29.5,130.4917,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82306,
0791,耳納山,ミノウサン,82,A,33,17.5,33.2917,130,37.5,130.6250,607,Y,N,N,N,N,9999,99,99,,,,,,,82316,
0792,黒木,クロギ,82,A,33,13.4,33.2233,130,38.8,130.6467,144,Y,Y,Y,Y,N,9999,99,99,,,,,,,82317,
0793,大牟田,オオムタ,82,A,33,0.4,33.0067,130,28,130.4667,40,Y,Y,Y,Y,N,9999,99,99,,,,,,,82361,
0943,宗像,ムナカタ,82,A,33,48.5,33.8083,130,32.3,130.5383,7,Y,Y,Y,Y,N,9999,99,99,,,,,,,82046,
0944,頂吉,カグメヨシ,82,A,33,44.5,33.7417,130,50.6,130.8433,180,Y,N,N,N,N,2012,2,15,2012/2/15,,,,,,,
0945,柳川,ヤナガワ,82,A,33,9.6,33.1600,130,24.2,130.4033,7,Y,N,N,N,N,9999,99,99,,,,,,,82331,
1046,添田,ソエダ,82,A,33,33.6,33.5600,130,51.2,130.8533,120,Y,Y,Y,Y,N,9999,99,99,,,,,,,82206,
1141,太宰府,ダザイフ,82,A,33,30.8,33.5133,130,30,130.5000,27,Y,Y,Y,Y,N,9999,99,99,,,,,,,82191,
1477,博多,ハカタ,82,A,33,35,33.5833,130,27.1,130.4517,9,Y,Y,Y,N,N,9999,99,99,,,,,,,82186,
1527,曽根,ソネ,82,A,33,50.1,33.8350,130,56.8,130.9467,3,Y,Y,Y,N,N,2006,3,15,2006/3/15,,,,,,,
1590,空港北町,クウコウキタマチ,82,A,33,50.7,33.8450,131,2.1,131.0350,7,Y,Y,Y,N,N,9999,99,99,,,,,,,82068,
1611,早良脇山,サワラワキヤマ,82,A,33,29.3,33.4883,130,21.2,130.3533,83,Y,N,N,N,N,9999,99,99,,,,,,,82241,
1637,東谷,ヒガシタニ,82,A,33,46.7,33.7783,130,51.9,130.8650,55,Y,N,N,N,N,9999,99,99,,,,,,,,
0794,中津,ナカツ,83,A,33,35.2,33.5867,131,14.7,131.2450,12,Y,Y,Y,Y,N,9999,99,99,,,,,,,83051,
0795,豊後高田,ブンゴタカダ,83,A,33,34.2,33.5700,131,26,131.4333,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,83061,
0796,武蔵,ムサシ,83,A,33,28.7,33.4783,131,44.2,131.7367,5,Y,Y,Y,N,N,9999,99,99,,,,,,,83126,
0797,伏木,フシキ,83,A,33,22.5,33.3750,130,58.9,130.9817,420,Y,N,N,N,N,2005,3,31,2005/3/31,,,,,,,
47814,日田,ヒタ,83,S,33,19.3,33.3217,130,55.7,130.9283,82.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,83137,
0799,湯布院,ユフイン,83,A,33,15.2,33.2533,131,20.8,131.3467,435,Y,Y,Y,Y,N,9999,99,99,,,,,,,83201,
47815,大分,オオイタ,83,S,33,14.1,33.2350,131,37.1,131.6183,4.6,Y,Y,Y,Y,Y,9999,99,99,,,,,,,83216,
0801,佐賀関,サガノセキ,83,A,33,14.9,33.2483,131,51.9,131.8650,1,Y,N,N,N,N,9999,99,99,,,,,,,83226,
0802,釈迦岳,シャカダケ,83,A,33,11.3,33.1883,130,53.5,130.8917,1200,Y,N,N,N,N,2004,11,4,2004/11/4,,,,,,,
0803,湯平,ユノヒラ,83,A,33,11.1,33.1850,131,19.9,131.3317,805,Y,N,N,N,N,1977,6,1,1977/6/1,,,,,,,
0804,温見,ヌクミ,83,A,33,4.5,33.0750,131,25.8,131.4300,591,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0805,犬飼,イヌカイ,83,A,33,3.9,33.0650,131,37.9,131.6317,100,Y,Y,Y,Y,N,9999,99,99,,,,,,,83341,
0806,竹田,タケタ,83,A,32,58.4,32.9733,131,23.9,131.3983,261,Y,Y,Y,Y,N,9999,99,99,,,,,,,83371,
0807,出羽,イズルハ,83,A,32,58.2,32.9700,131,40.1,131.6683,473,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0808,佐伯,サイキ,83,A,32,57,32.9500,131,54.1,131.9017,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,83401,
0809,倉木,クラキ,83,A,32,53.7,32.8950,131,23.7,131.3950,483,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0810,蒲江,カマエ,83,A,32,47.7,32.7950,131,55.4,131.9233,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,83476,
0931,院内,インナイ,83,A,33,25.2,33.4200,131,19,131.3167,90,Y,Y,Y,Y,N,9999,99,99,,,,,,,83106,
0932,玖珠,クス,83,A,33,17.5,33.2917,131,9.3,131.1550,331,Y,Y,Y,Y,N,9999,99,99,,1977年2月21日までの地点名「豊後玖珠」,,,,,83191,
0933,臼杵,ウスキ,83,A,33,7.4,33.1233,131,48.3,131.8050,2,Y,N,N,N,N,9999,99,99,,,,,,,83286,
0979,耶馬渓,ヤバケイ,83,A,33,26.7,33.4450,131,6.9,131.1150,100,Y,N,N,N,N,9999,99,99,,,,,,,83096,
1137,国見,クニミ,83,A,33,40.5,33.6750,131,35.4,131.5900,14,Y,Y,Y,Y,N,9999,99,99,,,,,,,83021,
1142,宇目,ウメ,83,A,32,50.7,32.8450,131,40.5,131.6750,200,Y,Y,Y,Y,N,9999,99,99,,,,,,,83431,
1157,別府,ベップ,83,A,33,21.1,33.3517,131,28.5,131.4750,263,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
1237,杵築,キツキ,83,A,33,25,33.4167,131,35.8,131.5967,5,Y,Y,Y,Y,N,9999,99,99,,,,,,,83121,
1554,椿ヶ鼻,ツバキガハナ,83,A,33,11.5,33.1917,130,54.9,130.9150,840,Y,N,N,N,N,9999,99,99,,,,,,,83242,
0811,佐須奈,サスナ,84,A,34,38.4,34.6400,129,24,129.4000,5,Y,Y,Y,Y,N,1995,8,2,1995/8/2,,,,,,,
47800,厳原,イヅハラ,84,S,34,11.8,34.1967,129,17.5,129.2917,3.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84072,
47805,平戸,ヒラド,84,S,33,21.6,33.3600,129,33,129.5500,57.8,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84171,
0814,松浦,マツウラ,84,A,33,20.5,33.3417,129,42.7,129.7117,14,Y,Y,Y,Y,N,9999,99,99,,,,,,,84183,
0815,国見山,クニミヤマ,84,A,33,14.2,33.2367,129,48.7,129.8117,775,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47812,佐世保,サセボ,84,S,33,9.5,33.1583,129,43.6,129.7267,3.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84266,
0817,大瀬戸,オオセト,84,A,32,56.9,32.9483,129,38,129.6333,43,Y,Y,Y,Y,N,9999,99,99,,,,,,,84356,
0818,長浦岳,ナガウラダケ,84,A,32,54.5,32.9083,129,44.3,129.7383,510,Y,N,N,N,N,9999,99,99,,,,,,,84361,
0819,五家原岳,ゴカハラダケ,84,A,32,56.5,32.9417,130,4.6,130.0767,776,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
0820,諫早,イサハヤ,84,A,32,50.6,32.8433,130,1.5,130.0250,15,Y,N,N,N,N,9999,99,99,,,,,,,84441,
47817,長崎,ナガサキ,84,S,32,44,32.7333,129,52,129.8667,26.9,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84496,
47818,雲仙岳,ウンゼンダケ,84,S,32,44.2,32.7367,130,15.7,130.2617,677.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84519,
47843,福江,フクエ,84,S,32,41.6,32.6933,128,49.6,128.8267,25.1,Y,Y,Y,Y,Y,9999,99,99,,,,,,,84536,
0922,口之津,クチノツ,84,A,32,36.7,32.6117,130,11.6,130.1933,13,Y,Y,Y,Y,N,9999,99,99,,,,,,,84561,
0962,島原,シマバラ,84,A,32,44.5,32.7417,130,22.4,130.3733,9,Y,Y,Y,Y,N,9999,99,99,,,,,,,84523,
1080,有川,アリカワ,84,A,32,58.9,32.9817,129,7.1,129.1183,11,Y,N,N,N,N,1977,2,23,1977/2/23,,,,,,,
1084,大村,オオムラ,84,A,32,55,32.9167,129,54.8,129.9133,3,Y,Y,Y,N,N,9999,99,99,,,,,,,84371,
1138,有川,アリカワ,84,A,32,58.9,32.9817,129,7.1,129.1183,11,Y,Y,Y,Y,N,9999,99,99,,1999年12月21日までの地点名「上五島」,,,,,84341,
1144,芦辺,アシベ,84,A,33,48,33.8000,129,43.3,129.7217,97,Y,Y,Y,Y,N,9999,99,99,,,,,,,84121,
1441,野母崎,ノモザキ,84,A,32,34.7,32.5783,129,44.4,129.7400,190,Y,Y,Y,Y,N,9999,99,99,,,,,,,84596,
1442,深江,フカエ,84,A,32,43.6,32.7267,130,18.9,130.3150,200,Y,N,N,N,N,2002,11,26,2002/11/26,,,,,,,
1446,普賢岳,フゲンダケ,84,A,32,45,32.7500,130,17.1,130.2850,1100,Y,N,N,N,N,2002,11,26,2002/11/26,,,,,,,
1451,百花台,ヒャッカダイ,84,A,32,49.2,32.8200,130,17.5,130.2917,210,Y,N,N,N,N,1998,2,28,1998/2/28,,,,,,,
1452,千々石,チヂワ,84,A,32,47.2,32.7867,130,11.9,130.1983,20,Y,N,N,N,N,1998,2,28,1998/2/28,,,,,,,
1453,鰐浦,ワニウラ,84,A,34,41.9,34.6983,129,26.7,129.4450,63,Y,Y,Y,Y,N,9999,99,99,,,,,,,84012,
1478,石田,イシダ,84,A,33,44.9,33.7483,129,47.1,129.7850,12,Y,Y,Y,N,N,9999,99,99,,,,,,,84122,
1479,上大津,カミオオヅ,84,A,32,39.9,32.6650,128,49.9,128.8317,77,Y,Y,Y,N,N,9999,99,99,,,,,,,84537,
1535,小値賀,オヂカ,84,A,33,11.4,33.1900,129,5.4,129.0900,8,Y,Y,Y,N,N,9999,99,99,,,,,,,84236,
1536,頭ヶ島,カシラガシマ,84,A,33,0.8,33.0133,129,11.5,129.1917,80,Y,Y,Y,N,N,9999,99,99,,,,,,,84286,
1538,美津島,ミツシマ,84,A,34,17.1,34.2850,129,19.8,129.3300,63,Y,Y,Y,N,N,9999,99,99,,,,,,,84076,
0824,枝去木,エザルギ,85,A,33,29.9,33.4983,129,53.9,129.8983,110,Y,Y,Y,Y,N,2010,2,25,2010/2/25,,,,,,,
0825,和多田,ワタダ,85,A,33,25.5,33.4250,129,59.1,129.9850,5,Y,N,N,N,N,2010,3,4,2010/3/4,,,,,,,
0826,権現山,ゴンゲンヤマ,85,A,33,24,33.4000,130,14.3,130.2383,590,Y,N,N,N,N,2010,3,17,2010/3/17,,,,,,,
0827,八幡岳,ハチマンダケ,85,A,33,16.9,33.2817,130,1.6,130.0267,761,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47813,佐賀,サガ,85,S,33,15.9,33.2650,130,18.3,130.3050,5.5,Y,Y,Y,Y,Y,9999,99,99,,,,,,,85142,
0829,白石,シロイシ,85,A,33,11,33.1833,130,8.9,130.1483,2,Y,Y,Y,Y,N,9999,99,99,,,,,,,85166,
0830,嬉野,ウレシノ,85,A,33,7,33.1167,129,59.7,129.9950,81,Y,Y,Y,Y,N,9999,99,99,,,,,,,85161,
0831,多良岳,タラダケ,85,A,32,58.3,32.9717,130,9.3,130.1550,395,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
1075,伊万里,イマリ,85,A,33,16,33.2667,129,52.7,129.8783,25,Y,Y,Y,Y,N,9999,99,99,,,,,,,85116,
1480,川副,カワソエ,85,A,33,8.9,33.1483,130,18.1,130.3017,2,Y,Y,Y,N,N,9999,99,99,,,,,,,85176,
1610,唐津,カラツ,85,A,33,27.5,33.4583,129,57.3,129.9550,23,Y,Y,Y,Y,N,9999,99,99,,,,,,,85033,
1612,鳥栖,トス,85,A,33,23.1,33.3850,130,31,130.5167,25,Y,N,N,N,N,9999,99,99,,,,,,,85106,
1616,北山,ホクザン,85,A,33,24.8,33.4133,130,13.2,130.2200,339,Y,N,N,N,N,9999,99,99,,,,,,,85046,
0832,鹿北,カホク,86,A,33,6.9,33.1150,130,41.5,130.6917,119,Y,Y,Y,Y,N,9999,99,99,,,,,,,86006,
0833,南小国,ミナミオグニ,86,A,33,6.2,33.1033,131,4,131.0667,448,Y,Y,Y,Y,N,9999,99,99,,,,,,,86066,
0834,岱明,タイメイ,86,A,32,54.9,32.9150,130,30.7,130.5117,15,Y,Y,Y,Y,N,9999,99,99,,,,,,,86086,
0835,菊池,キクチ,86,A,32,56.8,32.9467,130,46.9,130.7817,83,Y,Y,Y,Y,N,9999,99,99,,,,,,,86101,
0836,鞍岳,クラダケ,86,A,32,57,32.9500,130,55.2,130.9200,640,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47819,熊本,クマモト,86,S,32,48.8,32.8133,130,42.4,130.7067,37.7,Y,Y,Y,Y,Y,9999,99,99,,,,,,,86141,
0838,俵山,タワラヤマ,86,A,32,51,32.8500,130,58.7,130.9783,850,Y,N,N,N,N,2009,11,20,2009/11/20,,,,,,,
47821,阿蘇山,アソサン,86,S,32,52.8,32.8800,131,4.4,131.0733,1142.3,Y,Y,Y,Y,Y,9999,99,99,,,,,,,86156,86900
0840,高森,タカモリ,86,A,32,49.3,32.8217,131,7.5,131.1250,555,Y,Y,Y,Y,N,9999,99,99,,,,,,,86161,
0841,間の谷山,マノタニヤマ,86,A,32,42.4,32.7067,130,56.4,130.9400,640,Y,N,N,N,N,2010,3,4,2010/3/4,,,,,,,
